"PERIODO","MES","BARRIO","GRAVEDAD","CONTEO","TOTAL","PORCENTAJE"
2018,2,"area de Expansion Pajarito","Herido",12,12,1
2018,2,"area de Expansion San Antonio de Prado","Herido",2,2,1
2018,2,"Asomadera Nº 1","Herido",6,16,0.375
2018,2,"Asomadera Nº 1","Solo danos",10,16,0.625
2018,2,"Asomadera Nº 2","Herido",1,6,0.166666666666667
2018,2,"Asomadera Nº 2","Solo danos",5,6,0.833333333333333
2018,2,"Asomadera Nº 3","Herido",4,5,0.8
2018,2,"Asomadera Nº 3","Solo danos",1,5,0.2
2018,2,"Astorga","Herido",4,5,0.8
2018,2,"Astorga","Solo danos",1,5,0.2
2018,2,"AUC1","Herido",1,1,1
2018,2,"Aures Nº 1","Herido",6,7,0.857142857142857
2018,2,"Aures Nº 1","Solo danos",1,7,0.142857142857143
2018,2,"Aures Nº 2","Herido",5,6,0.833333333333333
2018,2,"Aures Nº 2","Solo danos",1,6,0.166666666666667
2018,2,"Barrio Colombia","Herido",17,28,0.607142857142857
2018,2,"Barrio Colombia","Solo danos",11,28,0.392857142857143
2018,2,"Barrio Colon","Herido",20,69,0.289855072463768
2018,2,"Barrio Colon","Solo danos",49,69,0.710144927536232
2018,2,"Barrio Cristobal","Herido",3,3,1
2018,2,"Barrios de Jesus","Herido",1,2,0.5
2018,2,"Barrios de Jesus","Solo danos",1,2,0.5
2018,2,"Batallon Girardot","Herido",1,1,1
2018,2,"Belalcazar","Herido",3,8,0.375
2018,2,"Belalcazar","Solo danos",5,8,0.625
2018,2,"Belen","Herido",10,28,0.357142857142857
2018,2,"Belen","Solo danos",18,28,0.642857142857143
2018,2,"Belencito","Herido",3,5,0.6
2018,2,"Belencito","Solo danos",2,5,0.4
2018,2,"Bello Horizonte","Herido",2,4,0.5
2018,2,"Bello Horizonte","Solo danos",2,4,0.5
2018,2,"Berlin","Herido",6,15,0.4
2018,2,"Berlin","Solo danos",9,15,0.6
2018,2,"Bermejal - Los alamos","Herido",1,2,0.5
2018,2,"Bermejal - Los alamos","Solo danos",1,2,0.5
2018,2,"Betania","Herido",1,1,1
2018,2,"Bolivariana","Herido",4,13,0.307692307692308
2018,2,"Bolivariana","Solo danos",9,13,0.692307692307692
2018,2,"Bombona Nº 1","Herido",2,13,0.153846153846154
2018,2,"Bombona Nº 1","Solo danos",11,13,0.846153846153846
2018,2,"Bombona Nº 2","Herido",4,4,1
2018,2,"Bosques de San Pablo","Herido",2,6,0.333333333333333
2018,2,"Bosques de San Pablo","Solo danos",4,6,0.666666666666667
2018,2,"Boston","Herido",17,36,0.472222222222222
2018,2,"Boston","Solo danos",19,36,0.527777777777778
2018,2,"Boyaca","Herido",5,10,0.5
2018,2,"Boyaca","Solo danos",5,10,0.5
2018,2,"Brasilia","Herido",5,9,0.555555555555556
2018,2,"Brasilia","Solo danos",4,9,0.444444444444444
2018,2,"Buenos Aires","Herido",3,8,0.375
2018,2,"Buenos Aires","Solo danos",5,8,0.625
2018,2,"Cabecera San Antonio de Prado","Herido",18,50,0.36
2018,2,"Cabecera San Antonio de Prado","Muerto",2,50,0.04
2018,2,"Cabecera San Antonio de Prado","Solo danos",30,50,0.6
2018,2,"Cabecera Urbana San Cristobal","Herido",8,9,0.888888888888889
2018,2,"Cabecera Urbana San Cristobal","Solo danos",1,9,0.111111111111111
2018,2,"Caicedo","Herido",8,15,0.533333333333333
2018,2,"Caicedo","Solo danos",7,15,0.466666666666667
2018,2,"Calasanz","Herido",6,12,0.5
2018,2,"Calasanz","Solo danos",6,12,0.5
2018,2,"Calasanz Parte Alta","Herido",7,12,0.583333333333333
2018,2,"Calasanz Parte Alta","Solo danos",5,12,0.416666666666667
2018,2,"Calle Nueva","Herido",8,21,0.380952380952381
2018,2,"Calle Nueva","Solo danos",13,21,0.619047619047619
2018,2,"Campo Alegre","Herido",6,9,0.666666666666667
2018,2,"Campo Alegre","Solo danos",3,9,0.333333333333333
2018,2,"Campo Amor","Herido",38,95,0.4
2018,2,"Campo Amor","Solo danos",57,95,0.6
2018,2,"Campo Valdes Nº 1","Herido",12,13,0.923076923076923
2018,2,"Campo Valdes Nº 1","Solo danos",1,13,0.0769230769230769
2018,2,"Campo Valdes Nº 2","Herido",11,13,0.846153846153846
2018,2,"Campo Valdes Nº 2","Solo danos",2,13,0.153846153846154
2018,2,"Caribe","Herido",26,48,0.541666666666667
2018,2,"Caribe","Muerto",2,48,0.0416666666666667
2018,2,"Caribe","Solo danos",20,48,0.416666666666667
2018,2,"Carlos E. Restrepo","Herido",18,40,0.45
2018,2,"Carlos E. Restrepo","Solo danos",22,40,0.55
2018,2,"Carpinelo","Herido",1,1,1
2018,2,"Castilla","Herido",59,91,0.648351648351648
2018,2,"Castilla","Solo danos",32,91,0.351648351648352
2018,2,"Castropol","Herido",7,24,0.291666666666667
2018,2,"Castropol","Solo danos",17,24,0.708333333333333
2018,2,"Cataluna","Herido",3,7,0.428571428571429
2018,2,"Cataluna","Solo danos",4,7,0.571428571428571
2018,2,"Cerro Nutibara","Herido",8,14,0.571428571428571
2018,2,"Cerro Nutibara","Solo danos",6,14,0.428571428571429
2018,2,"Corazon de Jesus","Herido",9,33,0.272727272727273
2018,2,"Corazon de Jesus","Solo danos",24,33,0.727272727272727
2018,2,"Cordoba","Herido",10,13,0.769230769230769
2018,2,"Cordoba","Solo danos",3,13,0.230769230769231
2018,2,"Cristo Rey","Herido",9,19,0.473684210526316
2018,2,"Cristo Rey","Solo danos",10,19,0.526315789473684
2018,2,"Cuarta Brigada","Herido",4,15,0.266666666666667
2018,2,"Cuarta Brigada","Solo danos",11,15,0.733333333333333
2018,2,"Cucaracho","Herido",15,19,0.789473684210526
2018,2,"Cucaracho","Solo danos",4,19,0.210526315789474
2018,2,"Diego Echavarria","Herido",4,7,0.571428571428571
2018,2,"Diego Echavarria","Solo danos",3,7,0.428571428571429
2018,2,"Doce de Octubre Nº 1","Herido",4,5,0.8
2018,2,"Doce de Octubre Nº 1","Solo danos",1,5,0.2
2018,2,"Doce de Octubre Nº 2","Herido",5,6,0.833333333333333
2018,2,"Doce de Octubre Nº 2","Solo danos",1,6,0.166666666666667
2018,2,"El Castillo","Herido",1,2,0.5
2018,2,"El Castillo","Solo danos",1,2,0.5
2018,2,"El Chagualo","Herido",8,17,0.470588235294118
2018,2,"El Chagualo","Solo danos",9,17,0.529411764705882
2018,2,"El Corazon","Herido",2,3,0.666666666666667
2018,2,"El Corazon","Solo danos",1,3,0.333333333333333
2018,2,"El Danubio","Herido",10,12,0.833333333333333
2018,2,"El Danubio","Solo danos",2,12,0.166666666666667
2018,2,"El Diamante","Herido",9,12,0.75
2018,2,"El Diamante","Solo danos",3,12,0.25
2018,2,"El Diamante Nº 2","Herido",1,2,0.5
2018,2,"El Diamante Nº 2","Solo danos",1,2,0.5
2018,2,"El Nogal - Los Almendros","Herido",2,3,0.666666666666667
2018,2,"El Nogal - Los Almendros","Solo danos",1,3,0.333333333333333
2018,2,"El Pesebre","Herido",3,3,1
2018,2,"El Picacho","Herido",1,1,1
2018,2,"El Pinal","Herido",7,9,0.777777777777778
2018,2,"El Pinal","Solo danos",2,9,0.222222222222222
2018,2,"El Playon de Los Comuneros","Herido",2,6,0.333333333333333
2018,2,"El Playon de Los Comuneros","Solo danos",4,6,0.666666666666667
2018,2,"El Poblado","Herido",5,27,0.185185185185185
2018,2,"El Poblado","Solo danos",22,27,0.814814814814815
2018,2,"El Pomar","Herido",3,6,0.5
2018,2,"El Pomar","Solo danos",3,6,0.5
2018,2,"El Progreso","Herido",17,34,0.5
2018,2,"El Progreso","Solo danos",17,34,0.5
2018,2,"El Progreso Nº 2","Herido",2,2,1
2018,2,"El Raizal","Herido",7,9,0.777777777777778
2018,2,"El Raizal","Solo danos",2,9,0.222222222222222
2018,2,"El Rincon","Herido",8,12,0.666666666666667
2018,2,"El Rincon","Solo danos",4,12,0.333333333333333
2018,2,"El Rodeo","Herido",2,2,1
2018,2,"El Salvador","Herido",5,7,0.714285714285714
2018,2,"El Salvador","Solo danos",2,7,0.285714285714286
2018,2,"El Socorro","Herido",2,2,1
2018,2,"El Tesoro","Herido",2,11,0.181818181818182
2018,2,"El Tesoro","Solo danos",9,11,0.818181818181818
2018,2,"El Triunfo","Herido",1,1,1
2018,2,"El Velodromo","Herido",5,10,0.5
2018,2,"El Velodromo","Solo danos",5,10,0.5
2018,2,"El Volador","Herido",2,2,1
2018,2,"Enciso","Herido",9,13,0.692307692307692
2018,2,"Enciso","Muerto",2,13,0.153846153846154
2018,2,"Enciso","Solo danos",2,13,0.153846153846154
2018,2,"Estacion Villa","Herido",11,25,0.44
2018,2,"Estacion Villa","Solo danos",14,25,0.56
2018,2,"Estadio","Herido",15,24,0.625
2018,2,"Estadio","Solo danos",9,24,0.375
2018,2,"Fatima","Herido",8,16,0.5
2018,2,"Fatima","Solo danos",8,16,0.5
2018,2,"Ferrini","Herido",4,6,0.666666666666667
2018,2,"Ferrini","Solo danos",2,6,0.333333333333333
2018,2,"Florencia","Herido",3,5,0.6
2018,2,"Florencia","Solo danos",2,5,0.4
2018,2,"Florida Nueva","Herido",9,15,0.6
2018,2,"Florida Nueva","Solo danos",6,15,0.4
2018,2,"Francisco Antonio Zea","Herido",6,6,1
2018,2,"Fuente Clara","Herido",3,3,1
2018,2,"Gerona","Herido",5,10,0.5
2018,2,"Gerona","Solo danos",5,10,0.5
2018,2,"Girardot","Herido",10,15,0.666666666666667
2018,2,"Girardot","Solo danos",5,15,0.333333333333333
2018,2,"Granada","Herido",3,8,0.375
2018,2,"Granada","Solo danos",5,8,0.625
2018,2,"Granizal","Herido",2,2,1
2018,2,"Guayabal","Herido",16,35,0.457142857142857
2018,2,"Guayabal","Solo danos",19,35,0.542857142857143
2018,2,"Guayaquil","Herido",12,44,0.272727272727273
2018,2,"Guayaquil","Muerto",2,44,0.0454545454545455
2018,2,"Guayaquil","Solo danos",30,44,0.681818181818182
2018,2,"Hector Abad Gomez","Herido",4,10,0.4
2018,2,"Hector Abad Gomez","Solo danos",6,10,0.6
2018,2,"Inst","Herido",1,3,0.333333333333333
2018,2,"Inst","Solo danos",2,3,0.666666666666667
2018,2,"Jesus Nazareno","Herido",10,23,0.434782608695652
2018,2,"Jesus Nazareno","Solo danos",13,23,0.565217391304348
2018,2,"Juan XXIII","Herido",2,3,0.666666666666667
2018,2,"Juan XXIII","Solo danos",1,3,0.333333333333333
2018,2,"Kennedy","Herido",9,12,0.75
2018,2,"Kennedy","Solo danos",3,12,0.25
2018,2,"La Aguacatala","Herido",9,21,0.428571428571429
2018,2,"La Aguacatala","Muerto",2,21,0.0952380952380952
2018,2,"La Aguacatala","Solo danos",10,21,0.476190476190476
2018,2,"La America","Herido",6,16,0.375
2018,2,"La America","Muerto",1,16,0.0625
2018,2,"La America","Solo danos",9,16,0.5625
2018,2,"La Avanzada","Herido",3,3,1
2018,2,"La Candelaria","Herido",53,135,0.392592592592593
2018,2,"La Candelaria","Muerto",1,135,0.00740740740740741
2018,2,"La Candelaria","Solo danos",81,135,0.6
2018,2,"La Castellana","Herido",4,7,0.571428571428571
2018,2,"La Castellana","Solo danos",3,7,0.428571428571429
2018,2,"La Colina","Herido",3,6,0.5
2018,2,"La Colina","Solo danos",3,6,0.5
2018,2,"La Cruz","Herido",1,1,1
2018,2,"La Esperanza","Herido",9,12,0.75
2018,2,"La Esperanza","Muerto",2,12,0.166666666666667
2018,2,"La Esperanza","Solo danos",1,12,0.0833333333333333
2018,2,"La Esperanza Nº 2","Herido",2,2,1
2018,2,"La Floresta","Herido",7,11,0.636363636363636
2018,2,"La Floresta","Solo danos",4,11,0.363636363636364
2018,2,"La Florida","Herido",4,14,0.285714285714286
2018,2,"La Florida","Solo danos",10,14,0.714285714285714
2018,2,"La Francia","Herido",1,2,0.5
2018,2,"La Francia","Solo danos",1,2,0.5
2018,2,"La Frontera","Herido",4,4,1
2018,2,"La Gloria","Herido",5,8,0.625
2018,2,"La Gloria","Solo danos",3,8,0.375
2018,2,"La Hondonada","Herido",2,6,0.333333333333333
2018,2,"La Hondonada","Solo danos",4,6,0.666666666666667
2018,2,"La Isla","Herido",3,5,0.6
2018,2,"La Isla","Solo danos",2,5,0.4
2018,2,"La Libertad","Herido",4,6,0.666666666666667
2018,2,"La Libertad","Solo danos",2,6,0.333333333333333
2018,2,"La Loma de Los Bernal","Herido",1,1,1
2018,2,"La Mansion","Herido",3,3,1
2018,2,"La Milagrosa","Herido",1,3,0.333333333333333
2018,2,"La Milagrosa","Solo danos",2,3,0.666666666666667
2018,2,"La Mota","Herido",3,5,0.6
2018,2,"La Mota","Solo danos",2,5,0.4
2018,2,"La Oculta","Solo danos",1,1,1
2018,2,"La Palma","Herido",6,14,0.428571428571429
2018,2,"La Palma","Solo danos",8,14,0.571428571428571
2018,2,"La Pilarica","Herido",7,11,0.636363636363636
2018,2,"La Pilarica","Solo danos",4,11,0.363636363636364
2018,2,"La Pinuela","Herido",3,3,1
2018,2,"La Pradera","Herido",5,5,1
2018,2,"La Rosa","Herido",2,4,0.5
2018,2,"La Rosa","Solo danos",2,4,0.5
2018,2,"La Salle","Herido",6,6,1
2018,2,"La Sierra","Herido",1,1,1
2018,2,"Lalinde","Solo danos",1,1,1
2018,2,"Las Acacias","Herido",10,34,0.294117647058824
2018,2,"Las Acacias","Solo danos",24,34,0.705882352941177
2018,2,"Las Brisas","Herido",6,13,0.461538461538462
2018,2,"Las Brisas","Solo danos",7,13,0.538461538461538
2018,2,"Las Esmeraldas","Herido",1,3,0.333333333333333
2018,2,"Las Esmeraldas","Muerto",1,3,0.333333333333333
2018,2,"Las Esmeraldas","Solo danos",1,3,0.333333333333333
2018,2,"Las Estancias","Herido",1,3,0.333333333333333
2018,2,"Las Estancias","Solo danos",2,3,0.666666666666667
2018,2,"Las Granjas","Herido",6,11,0.545454545454545
2018,2,"Las Granjas","Muerto",1,11,0.0909090909090909
2018,2,"Las Granjas","Solo danos",4,11,0.363636363636364
2018,2,"Las Independencias","Herido",1,1,1
2018,2,"Las Lomas Nº 1","Herido",2,5,0.4
2018,2,"Las Lomas Nº 1","Solo danos",3,5,0.6
2018,2,"Las Lomas Nº 2","Herido",1,4,0.25
2018,2,"Las Lomas Nº 2","Solo danos",3,4,0.75
2018,2,"Las Mercedes","Herido",2,9,0.222222222222222
2018,2,"Las Mercedes","Solo danos",7,9,0.777777777777778
2018,2,"Las Palmas","Herido",6,10,0.6
2018,2,"Las Palmas","Solo danos",4,10,0.4
2018,2,"Las Playas","Herido",4,8,0.5
2018,2,"Las Playas","Solo danos",4,8,0.5
2018,2,"Las Violetas","Herido",4,4,1
2018,2,"Laureles","Herido",18,33,0.545454545454545
2018,2,"Laureles","Solo danos",15,33,0.454545454545455
2018,2,"Llanaditas","Herido",1,2,0.5
2018,2,"Llanaditas","Solo danos",1,2,0.5
2018,2,"Lopez de Mesa","Herido",4,10,0.4
2018,2,"Lopez de Mesa","Solo danos",6,10,0.6
2018,2,"Lorena","Herido",3,15,0.2
2018,2,"Lorena","Solo danos",12,15,0.8
2018,2,"Loreto","Herido",9,14,0.642857142857143
2018,2,"Loreto","Solo danos",5,14,0.357142857142857
2018,2,"Los Alcazares","Herido",2,5,0.4
2018,2,"Los Alcazares","Solo danos",3,5,0.6
2018,2,"Los Alpes","Herido",3,9,0.333333333333333
2018,2,"Los Alpes","Solo danos",6,9,0.666666666666667
2018,2,"Los angeles","Herido",8,18,0.444444444444444
2018,2,"Los angeles","Solo danos",10,18,0.555555555555556
2018,2,"Los Balsos Nº 1","Solo danos",2,2,1
2018,2,"Los Balsos Nº 2","Herido",2,8,0.25
2018,2,"Los Balsos Nº 2","Solo danos",6,8,0.75
2018,2,"Los Cerros - El Vergel","Herido",2,3,0.666666666666667
2018,2,"Los Cerros - El Vergel","Solo danos",1,3,0.333333333333333
2018,2,"Los Colores","Herido",27,40,0.675
2018,2,"Los Colores","Solo danos",13,40,0.325
2018,2,"Los Conquistadores","Herido",24,69,0.347826086956522
2018,2,"Los Conquistadores","Solo danos",45,69,0.652173913043478
2018,2,"Los Mangos","Herido",8,9,0.888888888888889
2018,2,"Los Mangos","Solo danos",1,9,0.111111111111111
2018,2,"Los Naranjos","Herido",1,3,0.333333333333333
2018,2,"Los Naranjos","Solo danos",2,3,0.666666666666667
2018,2,"Los Pinos","Herido",5,13,0.384615384615385
2018,2,"Los Pinos","Solo danos",8,13,0.615384615384615
2018,2,"Manila","Herido",9,30,0.3
2018,2,"Manila","Solo danos",21,30,0.7
2018,2,"Manrique","Herido",9,15,0.6
2018,2,"Manrique","Muerto",2,15,0.133333333333333
2018,2,"Manrique","Solo danos",4,15,0.266666666666667
2018,2,"Manrique Central Nº 1","Herido",9,19,0.473684210526316
2018,2,"Manrique Central Nº 1","Solo danos",10,19,0.526315789473684
2018,2,"Manrique Central Nº 2","Herido",5,10,0.5
2018,2,"Manrique Central Nº 2","Solo danos",5,10,0.5
2018,2,"Maria Cano - Carambola","Herido",1,1,1
2018,2,"Miraflores","Herido",3,6,0.5
2018,2,"Miraflores","Solo danos",3,6,0.5
2018,2,"Miranda","Herido",10,16,0.625
2018,2,"Miranda","Solo danos",6,16,0.375
2018,2,"Miravalle","Herido",1,1,1
2018,2,"Monteclaro","Herido",2,3,0.666666666666667
2018,2,"Monteclaro","Solo danos",1,3,0.333333333333333
2018,2,"Moravia","Herido",14,16,0.875
2018,2,"Moravia","Solo danos",2,16,0.125
2018,2,"Moscu Nº 1","Herido",4,4,1
2018,2,"Moscu Nº 2","Herido",1,1,1
2018,2,"Naranjal","Herido",18,47,0.382978723404255
2018,2,"Naranjal","Solo danos",29,47,0.617021276595745
2018,2,"Nueva Villa de Aburra","Solo danos",1,1,1
2018,2,"Nuevos Conquistadores","Solo danos",1,1,1
2018,2,"Ocho de Marzo","Herido",1,2,0.5
2018,2,"Ocho de Marzo","Solo danos",1,2,0.5
2018,2,"Olaya Herrera","Herido",2,3,0.666666666666667
2018,2,"Olaya Herrera","Solo danos",1,3,0.333333333333333
2018,2,"Pablo VI","Herido",1,2,0.5
2018,2,"Pablo VI","Solo danos",1,2,0.5
2018,2,"Pajarito","Herido",2,4,0.5
2018,2,"Pajarito","Solo danos",2,4,0.5
2018,2,"Palenque","Herido",9,10,0.9
2018,2,"Palenque","Solo danos",1,10,0.1
2018,2,"Palermo","Herido",7,9,0.777777777777778
2018,2,"Palermo","Solo danos",2,9,0.222222222222222
2018,2,"Patio Bonito","Herido",7,23,0.304347826086957
2018,2,"Patio Bonito","Solo danos",16,23,0.695652173913043
2018,2,"Pedregal","Herido",16,17,0.941176470588235
2018,2,"Pedregal","Solo danos",1,17,0.0588235294117647
2018,2,"Perpetuo Socorro","Herido",30,71,0.422535211267606
2018,2,"Perpetuo Socorro","Solo danos",41,71,0.577464788732394
2018,2,"Picachito","Herido",3,3,1
2018,2,"Picacho","Herido",7,10,0.7
2018,2,"Picacho","Solo danos",3,10,0.3
2018,2,"Piedras Blancas","Herido",1,3,0.333333333333333
2018,2,"Piedras Blancas","Solo danos",2,3,0.666666666666667
2018,2,"Popular","Herido",7,9,0.777777777777778
2018,2,"Popular","Solo danos",2,9,0.222222222222222
2018,2,"Prado","Herido",17,25,0.68
2018,2,"Prado","Solo danos",8,25,0.32
2018,2,"Robledo","Herido",35,55,0.636363636363636
2018,2,"Robledo","Solo danos",20,55,0.363636363636364
2018,2,"Rosales","Herido",15,29,0.517241379310345
2018,2,"Rosales","Solo danos",14,29,0.482758620689655
2018,2,"San Benito","Herido",15,48,0.3125
2018,2,"San Benito","Solo danos",33,48,0.6875
2018,2,"San Bernardo","Herido",4,12,0.333333333333333
2018,2,"San Bernardo","Muerto",2,12,0.166666666666667
2018,2,"San Bernardo","Solo danos",6,12,0.5
2018,2,"San Diego","Herido",14,50,0.28
2018,2,"San Diego","Muerto",2,50,0.04
2018,2,"San Diego","Solo danos",34,50,0.68
2018,2,"San German","Herido",4,9,0.444444444444444
2018,2,"San German","Solo danos",5,9,0.555555555555556
2018,2,"San Isidro","Herido",14,20,0.7
2018,2,"San Isidro","Solo danos",6,20,0.3
2018,2,"San Javier Nº 1","Herido",10,12,0.833333333333333
2018,2,"San Javier Nº 1","Solo danos",2,12,0.166666666666667
2018,2,"San Javier Nº 2","Herido",4,5,0.8
2018,2,"San Javier Nº 2","Solo danos",1,5,0.2
2018,2,"San Joaquin","Herido",2,10,0.2
2018,2,"San Joaquin","Solo danos",8,10,0.8
2018,2,"San Lucas","Solo danos",2,2,1
2018,2,"San Martin de Porres","Herido",7,8,0.875
2018,2,"San Martin de Porres","Solo danos",1,8,0.125
2018,2,"San Miguel","Herido",5,8,0.625
2018,2,"San Miguel","Solo danos",3,8,0.375
2018,2,"San Pablo","Herido",6,6,1
2018,2,"San Pedro","Herido",9,17,0.529411764705882
2018,2,"San Pedro","Solo danos",8,17,0.470588235294118
2018,2,"Santa Cruz","Herido",5,8,0.625
2018,2,"Santa Cruz","Solo danos",3,8,0.375
2018,2,"Santa Fe","Herido",26,52,0.5
2018,2,"Santa Fe","Solo danos",26,52,0.5
2018,2,"Santa Ines","Herido",3,4,0.75
2018,2,"Santa Ines","Solo danos",1,4,0.25
2018,2,"Santa Lucia","Herido",1,2,0.5
2018,2,"Santa Lucia","Solo danos",1,2,0.5
2018,2,"Santa Margarita","Herido",2,2,1
2018,2,"Santa Maria de los angeles","Herido",7,21,0.333333333333333
2018,2,"Santa Maria de los angeles","Solo danos",14,21,0.666666666666667
2018,2,"Santa Monica","Herido",4,7,0.571428571428571
2018,2,"Santa Monica","Solo danos",3,7,0.428571428571429
2018,2,"Santa Teresita","Herido",1,4,0.25
2018,2,"Santa Teresita","Solo danos",3,4,0.75
2018,2,"Santander","Herido",4,6,0.666666666666667
2018,2,"Santander","Solo danos",2,6,0.333333333333333
2018,2,"Santo Domingo Savio Nº 1","Herido",6,6,1
2018,2,"Santo Domingo Savio Nº 2","Solo danos",1,1,1
2018,2,"Sevilla","Herido",9,18,0.5
2018,2,"Sevilla","Solo danos",9,18,0.5
2018,2,"Simon Bolivar","Herido",3,7,0.428571428571429
2018,2,"Simon Bolivar","Solo danos",4,7,0.571428571428571
2018,2,"Suburbano Altavista","Herido",2,2,1
2018,2,"Suburbano El Llano","Herido",1,1,1
2018,2,"Suburbano el Tesoro","Solo danos",1,1,1
2018,2,"Suburbano La Loma","Herido",2,4,0.5
2018,2,"Suburbano La Loma","Solo danos",2,4,0.5
2018,2,"Suburbano Mirador del Poblado","Solo danos",2,2,1
2018,2,"Sucre","Herido",9,12,0.75
2018,2,"Sucre","Solo danos",3,12,0.25
2018,2,"Suramericana","Herido",14,31,0.451612903225806
2018,2,"Suramericana","Solo danos",17,31,0.548387096774194
2018,2,"Tejelo","Herido",9,12,0.75
2018,2,"Tejelo","Solo danos",3,12,0.25
2018,2,"Tenche","Herido",11,18,0.611111111111111
2018,2,"Tenche","Solo danos",7,18,0.388888888888889
2018,2,"Toscana","Herido",12,19,0.631578947368421
2018,2,"Toscana","Muerto",2,19,0.105263157894737
2018,2,"Toscana","Solo danos",5,19,0.263157894736842
2018,2,"Trece de Noviembre","Herido",2,3,0.666666666666667
2018,2,"Trece de Noviembre","Solo danos",1,3,0.333333333333333
2018,2,"Tricentenario","Herido",17,24,0.708333333333333
2018,2,"Tricentenario","Solo danos",7,24,0.291666666666667
2018,2,"Trinidad","Herido",8,17,0.470588235294118
2018,2,"Trinidad","Solo danos",9,17,0.529411764705882
2018,2,"Veinte de Julio","Herido",2,5,0.4
2018,2,"Veinte de Julio","Solo danos",3,5,0.6
2018,2,"Versalles Nº 1","Herido",4,5,0.8
2018,2,"Versalles Nº 1","Solo danos",1,5,0.2
2018,2,"Versalles Nº 2","Herido",2,2,1
2018,2,"Villa Carlota","Herido",17,56,0.303571428571429
2018,2,"Villa Carlota","Muerto",1,56,0.0178571428571429
2018,2,"Villa Carlota","Solo danos",38,56,0.678571428571429
2018,2,"Villa de La Iguana","Herido",3,7,0.428571428571429
2018,2,"Villa de La Iguana","Solo danos",4,7,0.571428571428571
2018,2,"Villa del Socorro","Herido",2,5,0.4
2018,2,"Villa del Socorro","Solo danos",3,5,0.6
2018,2,"Villa Flora","Herido",6,10,0.6
2018,2,"Villa Flora","Solo danos",4,10,0.4
2018,2,"Villa Guadalupe","Herido",4,6,0.666666666666667
2018,2,"Villa Guadalupe","Solo danos",2,6,0.333333333333333
2018,2,"Villa Hermosa","Herido",9,11,0.818181818181818
2018,2,"Villa Hermosa","Solo danos",2,11,0.181818181818182
2018,2,"Villa Lilliam","Herido",4,4,1
2018,2,"Villa Niza","Solo danos",1,1,1
2018,2,"Villa Nueva","Herido",17,41,0.414634146341463
2018,2,"Villa Nueva","Solo danos",24,41,0.585365853658537
2018,2,"Villatina","Herido",4,6,0.666666666666667
2018,2,"Villatina","Solo danos",2,6,0.333333333333333
2018,2,"Yolombo","Herido",2,3,0.666666666666667
2018,2,"Yolombo","Solo danos",1,3,0.333333333333333
2018,2,"Zona rural","Muerto",1,1,1
2018,3,"Aldea Pablo VI","Herido",2,2,1
2018,3,"Alejandria","Herido",3,9,0.333333333333333
2018,3,"Alejandria","Solo danos",6,9,0.666666666666667
2018,3,"Alejandro Echavarria","Herido",15,20,0.75
2018,3,"Alejandro Echavarria","Solo danos",5,20,0.25
2018,3,"Alfonso Lopez","Herido",21,26,0.807692307692308
2018,3,"Alfonso Lopez","Solo danos",5,26,0.192307692307692
2018,3,"Altamira","Herido",5,8,0.625
2018,3,"Altamira","Solo danos",3,8,0.375
2018,3,"Altavista","Herido",2,3,0.666666666666667
2018,3,"Altavista","Solo danos",1,3,0.333333333333333
2018,3,"Altavista Sector Central","Solo danos",1,1,1
2018,3,"Andalucia","Herido",2,4,0.5
2018,3,"Andalucia","Solo danos",2,4,0.5
2018,3,"Antonio Narino","Herido",3,4,0.75
2018,3,"Antonio Narino","Solo danos",1,4,0.25
2018,3,"Aranjuez","Herido",13,29,0.448275862068966
2018,3,"Aranjuez","Muerto",2,29,0.0689655172413793
2018,3,"Aranjuez","Solo danos",14,29,0.482758620689655
2018,3,"area de Expansion Altos de Calasanz","Herido",1,3,0.333333333333333
2018,3,"area de Expansion Altos de Calasanz","Solo danos",2,3,0.666666666666667
2018,3,"area de Expansion Pajarito","Herido",7,10,0.7
2018,3,"area de Expansion Pajarito","Solo danos",3,10,0.3
2018,3,"area de Expansion San Antonio de Prado","Herido",1,2,0.5
2018,3,"area de Expansion San Antonio de Prado","Solo danos",1,2,0.5
2018,3,"Asomadera Nº 1","Herido",4,12,0.333333333333333
2018,3,"Asomadera Nº 1","Solo danos",8,12,0.666666666666667
2018,3,"Asomadera Nº 2","Herido",5,15,0.333333333333333
2018,3,"Asomadera Nº 2","Solo danos",10,15,0.666666666666667
2018,3,"Asomadera Nº 3","Herido",4,5,0.8
2018,3,"Asomadera Nº 3","Solo danos",1,5,0.2
2018,3,"Astorga","Herido",3,7,0.428571428571429
2018,3,"Astorga","Solo danos",4,7,0.571428571428571
2018,3,"AUC1","Herido",1,1,1
2018,3,"Aures Nº 1","Herido",8,11,0.727272727272727
2018,3,"Aures Nº 1","Solo danos",3,11,0.272727272727273
2018,3,"Aures Nº 2","Herido",12,12,1
2018,3,"Barrio Colombia","Herido",5,17,0.294117647058824
2018,3,"Barrio Colombia","Solo danos",12,17,0.705882352941177
2018,3,"Barrio Colon","Herido",24,65,0.369230769230769
2018,3,"Barrio Colon","Muerto",2,65,0.0307692307692308
2018,3,"Barrio Colon","Solo danos",39,65,0.6
2018,3,"Barrio Cristobal","Solo danos",2,2,1
2018,3,"Barrios de Jesus","Herido",4,4,1
2018,3,"Belalcazar","Herido",3,5,0.6
2018,3,"Belalcazar","Solo danos",2,5,0.4
