"PERIODO","MES","BARRIO","TOTAL"
2018,4,"Los Alpes",8
2018,4,"Los angeles",20
2018,4,"Los Balsos Nº 1",6
2018,4,"Los Balsos Nº 2",7
2018,4,"Los Cerros - El Vergel",2
2018,4,"Los Colores",40
2018,4,"Los Conquistadores",60
2018,4,"Los Mangos",3
2018,4,"Los Naranjos",9
2018,4,"Los Pinos",18
2018,4,"Manila",22
2018,4,"Manrique",9
2018,4,"Manrique Central Nº 1",24
2018,4,"Manrique Central Nº 2",5
2018,4,"Metropolitano",1
2018,4,"Mirador del Doce",1
2018,4,"Miraflores",12
2018,4,"Miranda",12
2018,4,"Miravalle",1
2018,4,"Monteclaro",1
2018,4,"Moravia",15
2018,4,"Moscu Nº 1",8
2018,4,"Moscu Nº 2",7
2018,4,"Naranjal",38
2018,4,"Nuevos Conquistadores",1
2018,4,"Ocho de Marzo",2
2018,4,"Olaya Herrera",8
2018,4,"Oriente",1
2018,4,"Pablo VI",2
2018,4,"Pajarito",1
2018,4,"Palenque",4
2018,4,"Palermo",7
2018,4,"Patio Bonito",10
2018,4,"Pedregal",13
2018,4,"Pedregal Alto",1
2018,4,"Pedregal Bajo",1
2018,4,"Perpetuo Socorro",56
2018,4,"Picachito",1
2018,4,"Picacho",16
2018,4,"Piedras Blancas",4
2018,4,"Popular",6
2018,4,"Prado",32
2018,4,"Robledo",62
2018,4,"Rosales",28
2018,4,"San Benito",45
2018,4,"San Bernardo",14
2018,4,"San Diego",50
2018,4,"San German",20
2018,4,"San Isidro",11
2018,4,"San Javier Nº 1",12
2018,4,"San Javier Nº 2",3
2018,4,"San Joaquin",11
2018,4,"San Jose La Cima Nº 1",1
2018,4,"San Lucas",3
2018,4,"San Martin de Porres",8
2018,4,"San Miguel",11
2018,4,"San Pablo",4
2018,4,"San Pedro",19
2018,4,"Santa Cruz",5
2018,4,"Santa Fe",55
2018,4,"Santa Ines",7
2018,4,"Santa Lucia",3
2018,4,"Santa Margarita",11
2018,4,"Santa Maria de los angeles",19
2018,4,"Santa Monica",8
2018,4,"Santa Rosa de Lima",1
2018,4,"Santa Teresita",9
2018,4,"Santander",6
2018,4,"Santo Domingo Savio Nº 1",12
2018,4,"Santo Domingo Savio Nº 2",1
2018,4,"Sevilla",16
2018,4,"Simon Bolivar",5
2018,4,"Suburbano La Loma",8
2018,4,"Suburbano Mirador del Poblado",1
2018,4,"Suburbano Palma Patio",2
2018,4,"Suburbano Travesias",2
2018,4,"Sucre",13
2018,4,"Suramericana",18
2018,4,"Tejelo",17
2018,4,"Tenche",12
2018,4,"Toscana",18
2018,4,"Trece de Noviembre",1
2018,4,"Tricentenario",15
2018,4,"Trinidad",18
2018,4,"Veinte de Julio",4
2018,4,"Versalles Nº 1",6
2018,4,"Versalles Nº 2",1
2018,4,"Villa Carlota",47
2018,4,"Villa de La Iguana",6
2018,4,"Villa del Socorro",9
2018,4,"Villa Flora",16
2018,4,"Villa Guadalupe",8
2018,4,"Villa Hermosa",1
2018,4,"Villa Lilliam",2
2018,4,"Villa Niza",6
2018,4,"Villa Nueva",41
2018,4,"Villatina",11
2018,4,"Zona rural",4
2018,5,"",1
2018,5,"6001",1
2018,5,"Aguas Frias",2
2018,5,"Alejandria",13
2018,5,"Alejandro Echavarria",21
2018,5,"Alfonso Lopez",19
2018,5,"Altamira",15
2018,5,"Altavista",3
2018,5,"Altavista Sector Central",1
2018,5,"Altos del Poblado",3
2018,5,"Andalucia",6
2018,5,"Antonio Narino",1
2018,5,"Aranjuez",31
2018,5,"area de Expansion Altos de Calasanz",5
2018,5,"area de Expansion Pajarito",13
2018,5,"Asomadera Nº 1",13
2018,5,"Asomadera Nº 2",7
2018,5,"Asomadera Nº 3",2
2018,5,"Astorga",8
2018,5,"Aures Nº 1",9
2018,5,"Aures Nº 2",18
2018,5,"Barrio Colombia",24
2018,5,"Barrio Colon",74
2018,5,"Barrio Cristobal",2
2018,5,"Barrios de Jesus",3
2018,5,"Batallon Girardot",1
2018,5,"Belalcazar",8
2018,5,"Belen",33
2018,5,"Belencito",4
2018,5,"Bello Horizonte",4
2018,5,"Berlin",9
2018,5,"Bermejal - Los alamos",2
2018,5,"Betania",1
2018,5,"Blanquizal",1
2018,5,"Bolivariana",18
2018,5,"Bombona Nº 1",14
2018,5,"Bombona Nº 2",3
2018,5,"Bosques de San Pablo",7
2018,5,"Boston",46
2018,5,"Boyaca",9
2018,5,"Brasilia",6
2018,5,"Buenos Aires",13
2018,5,"Buga Patio Bonito",1
2018,5,"Cabecera San Antonio de Prado",44
2018,5,"Cabecera Urbana San Cristobal",7
2018,5,"Caicedo",20
2018,5,"Calasanz",14
2018,5,"Calasanz Parte Alta",8
2018,5,"Calle Nueva",36
2018,5,"Campo Alegre",9
2018,5,"Campo Amor",102
2018,5,"Campo Valdes Nº 1",17
2018,5,"Campo Valdes Nº 2",17
2018,5,"Caribe",79
2018,5,"Carlos E. Restrepo",51
2018,5,"Carpinelo",1
2018,5,"Castilla",118
2018,5,"Castropol",25
2018,5,"Cataluna",7
2018,5,"Cerro Nutibara",22
2018,5,"Corazon de Jesus",34
2018,5,"Cordoba",7
2018,5,"Cristo Rey",22
2018,5,"Cuarta Brigada",23
2018,5,"Cucaracho",16
2018,5,"Diego Echavarria",5
2018,5,"Doce de Octubre Nº 1",14
2018,5,"Doce de Octubre Nº 2",5
2018,5,"Eduardo Santos",2
2018,5,"El Castillo",4
2018,5,"El Chagualo",27
2018,5,"El Compromiso",4
2018,5,"El Danubio",7
2018,5,"El Diamante",15
2018,5,"El Diamante Nº 2",3
2018,5,"El Nogal - Los Almendros",8
2018,5,"El Pesebre",3
2018,5,"El Pinal",8
2018,5,"El Playon de Los Comuneros",6
2018,5,"El Poblado",34
2018,5,"El Pomar",4
2018,5,"El Progreso",31
2018,5,"El Progreso Nº 2",4
2018,5,"El Raizal",6
2018,5,"El Rincon",15
2018,5,"El Rodeo",1
2018,5,"El Salado",4
2018,5,"El Salvador",13
2018,5,"El Tesoro",14
2018,5,"El Velodromo",12
2018,5,"El Volador",3
2018,5,"Enciso",13
2018,5,"Estacion Villa",17
2018,5,"Estadio",23
2018,5,"Fatima",25
2018,5,"Ferrini",5
2018,5,"Florencia",7
2018,5,"Florida Nueva",15
2018,5,"Francisco Antonio Zea",6
2018,5,"Fuente Clara",4
2018,5,"Gerona",4
2018,5,"Girardot",8
2018,5,"Granada",3
2018,5,"Granizal",2
2018,5,"Guayabal",43
2018,5,"Guayaquil",45
2018,5,"Hector Abad Gomez",21
2018,5,"Inst",3
2018,5,"Jesus Nazareno",28
2018,5,"Juan Pablo II",1
2018,5,"Juan XXIII",2
2018,5,"Kennedy",23
2018,5,"La Aguacatala",18
2018,5,"La America",20
2018,5,"La Avanzada",1
2018,5,"La Candelaria",122
2018,5,"La Castellana",19
2018,5,"La Colina",3
2018,5,"La Cruz",4
2018,5,"La Esperanza",10
2018,5,"La Floresta",13
2018,5,"La Florida",26
2018,5,"La Francia",3
2018,5,"La Frontera",2
2018,5,"La Gloria",25
2018,5,"La Isla",1
2018,5,"La Ladera",3
2018,5,"La Libertad",8
2018,5,"La Loma de Los Bernal",9
2018,5,"La Loma Oriental",2
2018,5,"La Mansion",7
2018,5,"La Milagrosa",5
2018,5,"La Mota",4
2018,5,"La Oculta",1
2018,5,"La Palma",10
2018,5,"La Pilarica",9
2018,5,"La Pinuela",3
2018,5,"La Pradera",4
2018,5,"La Rosa",2
2018,5,"La Salle",10
2018,5,"Lalinde",3
2018,5,"Las Acacias",23
2018,5,"Las Brisas",16
2018,5,"Las Esmeraldas",5
2018,5,"Las Estancias",7
2018,5,"Las Granjas",19
2018,5,"Las Lomas Nº 1",14
2018,5,"Las Lomas Nº 2",6
2018,5,"Las Mercedes",7
2018,5,"Las Palmas",14
2018,5,"Las Playas",10
2018,5,"Las Violetas",6
2018,5,"Laureles",20
2018,5,"Llanaditas",1
2018,5,"Lopez de Mesa",10
2018,5,"Lorena",16
2018,5,"Loreto",11
2018,5,"Los Alcazares",8
2018,5,"Los Alpes",5
2018,5,"Los angeles",16
2018,5,"Los Balsos Nº 1",1
2018,5,"Los Balsos Nº 2",9
2018,5,"Los Cerros - El Vergel",5
2018,5,"Los Colores",33
2018,5,"Los Conquistadores",57
2018,5,"Los Mangos",10
2018,5,"Los Naranjos",11
2018,5,"Los Pinos",17
2018,5,"Manila",28
2018,5,"Manrique",15
2018,5,"Manrique Central Nº 1",14
2018,5,"Manrique Central Nº 2",6
2018,5,"Maria Cano - Carambola",1
2018,5,"Mirador del Doce",1
2018,5,"Miraflores",12
2018,5,"Miranda",19
2018,5,"Miravalle",2
2018,5,"Monteclaro",2
2018,5,"Moravia",18
2018,5,"Moscu Nº 1",6
2018,5,"Moscu Nº 2",7
2018,5,"Naranjal",49
2018,5,"Nueva Villa de Aburra",1
2018,5,"Ocho de Marzo",2
2018,5,"Olaya Herrera",3
2018,5,"Oriente",2
2018,5,"Pablo VI",2
2018,5,"Pajarito",3
2018,5,"Palenque",2
2018,5,"Palermo",6
2018,5,"Patio Bonito",19
2018,5,"Pedregal",9
2018,5,"Pedregal Alto",1
2018,5,"Pedregal Bajo",1
2018,5,"Perpetuo Socorro",58
2018,5,"Picachito",1
2018,5,"Picacho",16
2018,5,"Piedras Blancas",2
2018,5,"Popular",9
2018,5,"Prado",22
2018,5,"Robledo",72
2018,5,"Rosales",21
2018,5,"San Benito",39
2018,5,"San Bernardo",13
2018,5,"San Diego",39
2018,5,"San German",11
2018,5,"San Isidro",21
2018,5,"San Javier Nº 1",16
2018,5,"San Javier Nº 2",1
2018,5,"San Joaquin",9
2018,5,"San Jose La Cima Nº 1",2
2018,5,"San Lucas",7
2018,5,"San Martin de Porres",9
2018,5,"San Miguel",14
2018,5,"San Pablo",4
2018,5,"San Pedro",22
2018,5,"Santa Cruz",11
2018,5,"Santa Fe",69
2018,5,"Santa Ines",9
2018,5,"Santa Lucia",4
2018,5,"Santa Margarita",10
2018,5,"Santa Maria de los angeles",12
2018,5,"Santa Monica",5
2018,5,"Santa Rosa de Lima",1
2018,5,"Santa Teresita",6
2018,5,"Santander",7
2018,5,"Santo Domingo Savio Nº 1",4
2018,5,"Santo Domingo Savio Nº 2",4
2018,5,"Sevilla",26
2018,5,"Simon Bolivar",9
2018,5,"Suburbano Altavista",2
2018,5,"Suburbano El Llano",2
2018,5,"Suburbano el Tesoro",1
2018,5,"Suburbano La Loma",8
2018,5,"Suburbano Mirador del Poblado",2
2018,5,"Suburbano Palma Patio",1
2018,5,"Suburbano Travesias",4
2018,5,"Sucre",13
2018,5,"Suramericana",26
2018,5,"Tejelo",9
2018,5,"Tenche",18
2018,5,"Toscana",20
2018,5,"Tricentenario",21
2018,5,"Trinidad",10
2018,5,"Veinte de Julio",7
2018,5,"Versalles Nº 1",5
2018,5,"Versalles Nº 2",1
2018,5,"Villa Carlota",50
2018,5,"Villa de La Iguana",7
2018,5,"Villa del Socorro",5
2018,5,"Villa Flora",21
2018,5,"Villa Guadalupe",5
2018,5,"Villa Hermosa",8
2018,5,"Villa Lilliam",1
2018,5,"Villa Nueva",40
2018,5,"Villa Turbay",1
2018,5,"Villatina",11
2018,5,"Yolombo",2
2018,5,"Zona rural",4
2018,6,"",2
2018,6,"Aldea Pablo VI",1
2018,6,"Alejandria",11
2018,6,"Alejandro Echavarria",22
2018,6,"Alfonso Lopez",9
2018,6,"Altamira",8
2018,6,"Altavista",9
2018,6,"Altavista Sector Central",5
2018,6,"Altos del Poblado",7
2018,6,"Andalucia",4
2018,6,"Antonio Narino",3
2018,6,"Aranjuez",20
2018,6,"Area De Expansion Altavista",1
2018,6,"area de Expansion Altos de Calasanz",4
2018,6,"area de Expansion Pajarito",8
2018,6,"Asomadera Nº 1",7
2018,6,"Asomadera Nº 2",9
2018,6,"Asomadera Nº 3",4
2018,6,"Astorga",1
2018,6,"Aures Nº 1",8
2018,6,"Aures Nº 2",8
2018,6,"Barrio Colombia",12
2018,6,"Barrio Colon",51
2018,6,"Barrio Cristobal",1
2018,6,"Barrios de Jesus",6
2018,6,"Belalcazar",11
2018,6,"Belen",33
2018,6,"Belencito",1
2018,6,"Bello Horizonte",8
2018,6,"Berlin",13
2018,6,"Bermejal - Los alamos",2
2018,6,"Betania",1
2018,6,"Blanquizal",3
2018,6,"Bolivariana",10
2018,6,"Bombona Nº 1",18
2018,6,"Bombona Nº 2",6
2018,6,"Bosques de San Pablo",5
2018,6,"Boston",45
2018,6,"Boyaca",13
2018,6,"Brasilia",8
2018,6,"Buenos Aires",15
2018,6,"Cabecera San Antonio de Prado",42
2018,6,"Cabecera Urbana San Cristobal",10
2018,6,"Caicedo",15
2018,6,"Calasanz",15
2018,6,"Calasanz Parte Alta",7
2018,6,"Calle Nueva",25
2018,6,"Campo Alegre",10
2018,6,"Campo Amor",84
2018,6,"Campo Valdes Nº 1",15
2018,6,"Campo Valdes Nº 2",10
2018,6,"Caribe",79
2018,6,"Carlos E. Restrepo",52
2018,6,"Carpinelo",3
2018,6,"Castilla",114
2018,6,"Castropol",19
2018,6,"Cataluna",2
2018,6,"Cerro Nutibara",14
2018,6,"Corazon de Jesus",35
2018,6,"Cordoba",14
2018,6,"Cristo Rey",20
2018,6,"Cuarta Brigada",18
2018,6,"Cucaracho",15
2018,6,"Diego Echavarria",4
2018,6,"Doce de Octubre Nº 1",6
2018,6,"Doce de Octubre Nº 2",10
2018,6,"El Castillo",4
2018,6,"El Chagualo",26
2018,6,"El Compromiso",3
2018,6,"El Danubio",4
2018,6,"El Diamante",12
2018,6,"El Nogal - Los Almendros",3
2018,6,"El Pesebre",2
2018,6,"El Pinal",4
2018,6,"El Playon de Los Comuneros",6
2018,6,"El Poblado",25
2018,6,"El Pomar",6
2018,6,"El Progreso",34
2018,6,"El Progreso Nº 2",3
2018,6,"El Raizal",7
2018,6,"El Rincon",19
2018,6,"El Rodeo",1
2018,6,"El Salado",2
2018,6,"El Salvador",11
2018,6,"El Tesoro",16
2018,6,"El Triunfo",2
2018,6,"El Uvito",1
2018,6,"El Velodromo",10
2018,6,"El Volador",5
2018,6,"Enciso",15
2018,6,"Estacion Villa",26
2018,6,"Estadio",23
2018,6,"Fatima",17
2018,6,"Ferrini",3
2018,6,"Florencia",5
2018,6,"Florida Nueva",14
2018,6,"Francisco Antonio Zea",11
2018,6,"Fuente Clara",1
2018,6,"Gerona",3
2018,6,"Girardot",13
2018,6,"Granada",11
2018,6,"Granizal",7
2018,6,"Guayabal",35
2018,6,"Guayaquil",41
2018,6,"Hector Abad Gomez",27
2018,6,"Inst",4
2018,6,"Jesus Nazareno",17
2018,6,"Kennedy",16
2018,6,"La Aguacatala",18
2018,6,"La America",19
2018,6,"La Avanzada",1
2018,6,"La Candelaria",107
2018,6,"La Castellana",6
2018,6,"La Colina",5
2018,6,"La Esperanza",12
2018,6,"La Esperanza Nº 2",1
2018,6,"La Floresta",15
2018,6,"La Florida",15
2018,6,"La Francia",3
2018,6,"La Frontera",7
2018,6,"La Gloria",16
2018,6,"La Hondonada",2
2018,6,"La Isla",3
2018,6,"La Libertad",4
2018,6,"La Loma de Los Bernal",4
2018,6,"La Mansion",6
2018,6,"La Milagrosa",8
2018,6,"La Mota",6
2018,6,"La Palma",5
2018,6,"La Pilarica",9
2018,6,"La Pinuela",7
2018,6,"La Pradera",7
2018,6,"La Rosa",6
2018,6,"La Salle",10
2018,6,"Lalinde",2
2018,6,"Las Acacias",29
2018,6,"Las Brisas",20
2018,6,"Las Esmeraldas",6
2018,6,"Las Estancias",1
2018,6,"Las Granjas",18
2018,6,"Las Independencias",2
2018,6,"Las Lomas Nº 1",14
2018,6,"Las Lomas Nº 2",5
2018,6,"Las Mercedes",1
2018,6,"Las Palmas",7
2018,6,"Las Playas",8
2018,6,"Las Violetas",4
2018,6,"Laureles",26
2018,6,"Lopez de Mesa",19
2018,6,"Lorena",18
2018,6,"Loreto",13
2018,6,"Los Alcazares",4
2018,6,"Los Alpes",5
2018,6,"Los angeles",17
2018,6,"Los Balsos Nº 1",1
2018,6,"Los Balsos Nº 2",13
2018,6,"Los Cerros - El Vergel",3
2018,6,"Los Colores",35
2018,6,"Los Conquistadores",48
2018,6,"Los Mangos",9
2018,6,"Los Naranjos",3
2018,6,"Los Pinos",17
2018,6,"Manila",23
2018,6,"Manrique",12
2018,6,"Manrique Central Nº 1",23
2018,6,"Manrique Central Nº 2",6
2018,6,"Maria Cano - Carambola",1
2018,6,"Mirador del Doce",1
2018,6,"Miraflores",9
2018,6,"Miranda",15
2018,6,"Miravalle",3
2018,6,"Moravia",29
2018,6,"Moscu Nº 1",11
2018,6,"Moscu Nº 2",6
2018,6,"Naranjal",35
2018,6,"Nueva Villa de Aburra",2
2018,6,"Ocho de Marzo",1
2018,6,"Olaya Herrera",2
2018,6,"Oriente",1
2018,6,"Pablo VI",1
2018,6,"Pajarito",5
2018,6,"Palenque",7
2018,6,"Palermo",8
2018,6,"Patio Bonito",19
2018,6,"Pedregal",24
2018,6,"Pedregal Alto",3
2018,6,"Perpetuo Socorro",70
2018,6,"Picachito",1
2018,6,"Picacho",17
2018,6,"Piedras Blancas",1
2018,6,"Popular",5
2018,6,"Prado",24
2018,6,"Robledo",56
2018,6,"Rosales",29
2018,6,"San Benito",51
2018,6,"San Bernardo",16
2018,6,"San Diego",49
2018,6,"San German",14
2018,6,"San Isidro",13
2018,6,"San Javier Nº 1",4
2018,6,"San Javier Nº 2",4
2018,6,"San Joaquin",13
2018,6,"San Lucas",1
2018,6,"San Martin de Porres",17
2018,6,"San Miguel",10
2018,6,"San Pablo",7
2018,6,"San Pedro",16
2018,6,"Santa Cruz",2
2018,6,"Santa Fe",49
2018,6,"Santa Ines",17
2018,6,"Santa Lucia",5
2018,6,"Santa Margarita",6
2018,6,"Santa Maria de los angeles",25
2018,6,"Santa Monica",4
2018,6,"Santa Rosa de Lima",1
2018,6,"Santa Teresita",6
2018,6,"Santander",16
2018,6,"Santo Domingo Savio Nº 1",9
2018,6,"Santo Domingo Savio Nº 2",2
2018,6,"Sevilla",9
2018,6,"Simon Bolivar",3
2018,6,"Suburbano Altavista",1
2018,6,"Suburbano El Llano",1
2018,6,"Suburbano La Loma",1
2018,6,"Suburbano Mirador del Poblado",1
2018,6,"Suburbano Palma Patio",2
2018,6,"Sucre",10
2018,6,"Suramericana",24
2018,6,"Tejelo",10
2018,6,"Tenche",7
2018,6,"Toscana",30
2018,6,"Tricentenario",20
2018,6,"Trinidad",16
2018,6,"Veinte de Julio",8
2018,6,"Versalles Nº 1",8
2018,6,"Villa Carlota",33
2018,6,"Villa de La Iguana",6
2018,6,"Villa del Socorro",8
2018,6,"Villa Flora",16
2018,6,"Villa Guadalupe",4
2018,6,"Villa Hermosa",10
2018,6,"Villa Lilliam",2
2018,6,"Villa Niza",1
2018,6,"Villa Nueva",47
2018,6,"Villa Turbay",1
2018,6,"Villatina",8
2018,6,"Yolombo",1
2018,7,"",2
2018,7,"7001",2
2018,7,"9004",2
2018,7,"Aldea Pablo VI",3
2018,7,"Alejandria",9
2018,7,"Alejandro Echavarria",12
2018,7,"Alfonso Lopez",16
2018,7,"Altamira",7
2018,7,"Altavista",4
2018,7,"Altos del Poblado",7
2018,7,"Andalucia",4
2018,7,"Antonio Narino",3
2018,7,"Aranjuez",30
2018,7,"area de Expansion Pajarito",14
2018,7,"Asomadera Nº 1",5
2018,7,"Asomadera Nº 2",7
2018,7,"Asomadera Nº 3",2
2018,7,"Astorga",4
2018,7,"Aures Nº 1",10
2018,7,"Aures Nº 2",17
2018,7,"Barrio Colombia",11
2018,7,"Barrio Colon",47
2018,7,"Barrio Cristobal",1
2018,7,"Barrios de Jesus",7
2018,7,"Belalcazar",15
2018,7,"Belen",43
2018,7,"Belencito",2
2018,7,"Bello Horizonte",5
2018,7,"Berlin",17
2018,7,"Bermejal - Los alamos",1
2018,7,"Betania",3
2018,7,"Blanquizal",2
2018,7,"Bolivariana",12
2018,7,"Bombona Nº 1",18
2018,7,"Bombona Nº 2",3
2018,7,"Bosques de San Pablo",6
2018,7,"Boston",30
2018,7,"Boyaca",13
2018,7,"Brasilia",9
2018,7,"Buenos Aires",15
2018,7,"Cabecera San Antonio de Prado",51
2018,7,"Cabecera Urbana San Cristobal",11
2018,7,"Caicedo",9
2018,7,"Calasanz",5
2018,7,"Calasanz Parte Alta",8
2018,7,"Calle Nueva",20
2018,7,"Campo Alegre",10
2018,7,"Campo Amor",76
2018,7,"Campo Valdes Nº 1",15
2018,7,"Campo Valdes Nº 2",18
2018,7,"Caribe",66
2018,7,"Carlos E. Restrepo",35
2018,7,"Carpinelo",1
2018,7,"Castilla",98
2018,7,"Castropol",25
2018,7,"Cataluna",6
2018,7,"Cerro Nutibara",27
2018,7,"Corazon de Jesus",25
2018,7,"Cordoba",12
2018,7,"Cristo Rey",20
2018,7,"Cuarta Brigada",24
2018,7,"Cucaracho",13
2018,7,"Diego Echavarria",10
2018,7,"Doce de Octubre Nº 1",7
2018,7,"Doce de Octubre Nº 2",15
2018,7,"El Castillo",2
2018,7,"El Chagualo",32
2018,7,"El Compromiso",5
2018,7,"El Corazon",2
2018,7,"El Danubio",4
2018,7,"El Diamante",21
2018,7,"El Diamante Nº 2",5
2018,7,"El Nogal - Los Almendros",5
2018,7,"El Pesebre",4
2018,7,"El Pinal",9
2018,7,"El Playon de Los Comuneros",6
2018,7,"El Poblado",24
2018,7,"El Pomar",8
2018,7,"El Progreso",33
2018,7,"El Progreso Nº 2",1
2018,7,"El Raizal",8
2018,7,"El Rincon",10
2018,7,"El Rodeo",3
2018,7,"El Salado",6
2018,7,"El Salvador",10
2018,7,"El Tesoro",11
2018,7,"El Triunfo",1
2018,7,"El Velodromo",10
2018,7,"Enciso",8
2018,7,"Estacion Villa",19
2018,7,"Estadio",19
2018,7,"Fatima",15
2018,7,"Ferrini",1
2018,7,"Florencia",5
2018,7,"Florida Nueva",11
2018,7,"Francisco Antonio Zea",7
2018,7,"Fuente Clara",2
2018,7,"Gerona",4
2018,7,"Girardot",13
2018,7,"Granada",5
2018,7,"Granizal",6
2018,7,"Guayabal",57
2018,7,"Guayaquil",36
2018,7,"Hector Abad Gomez",13
2018,7,"Inst",6
2018,7,"Jesus Nazareno",33
2018,7,"Juan Pablo II",1
2018,7,"Juan XXIII",3
2018,7,"Kennedy",13
2018,7,"La Aguacatala",26
2018,7,"La America",19
2018,7,"La Avanzada",2
2018,7,"La Candelaria",127
2018,7,"La Castellana",11
2018,7,"La Colina",3
2018,7,"La Cruz",1
2018,7,"La Esperanza",4
2018,7,"La Esperanza Nº 2",4
2018,7,"La Floresta",13
2018,7,"La Florida",16
2018,7,"La Francia",6
2018,7,"La Frontera",3
2018,7,"La Gloria",16
2018,7,"La Hondonada",3
2018,7,"La Isla",2
2018,7,"La Ladera",1
2018,7,"La Libertad",9
2018,7,"La Loma de Los Bernal",8
2018,7,"La Mansion",3
2018,7,"La Milagrosa",8
2018,7,"La Mota",3
2018,7,"La Oculta",1
2018,7,"La Palma",7
2018,7,"La Pilarica",5
2018,7,"La Pinuela",9
2018,7,"La Pradera",4
2018,7,"La Rosa",3
2018,7,"La Salle",5
2018,7,"La Verde ",1
2018,7,"Lalinde",1
2018,7,"Las Acacias",28
2018,7,"Las Brisas",12
2018,7,"Las Esmeraldas",4
2018,7,"Las Estancias",8
2018,7,"Las Granjas",15
2018,7,"Las Lomas Nº 1",11
2018,7,"Las Lomas Nº 2",2
2018,7,"Las Mercedes",9
2018,7,"Las Palmas",5
2018,7,"Las Playas",4
2018,7,"Las Violetas",7
2018,7,"Laureles",26
2018,7,"Llanaditas",1
2018,7,"Lopez de Mesa",19
2018,7,"Lorena",12
2018,7,"Loreto",7
2018,7,"Los Alcazares",8
2018,7,"Los Alpes",7
2018,7,"Los angeles",9
2018,7,"Los Balsos Nº 1",1
2018,7,"Los Balsos Nº 2",4
2018,7,"Los Cerros - El Vergel",3
2018,7,"Los Colores",37
2018,7,"Los Conquistadores",49
2018,7,"Los Mangos",12
2018,7,"Los Naranjos",7
2018,7,"Los Pinos",14
2018,7,"Manila",32
2018,7,"Manrique",17
2018,7,"Manrique Central Nº 1",21
2018,7,"Manrique Central Nº 2",15
2018,7,"Metropolitano",1
2018,7,"Miraflores",6
2018,7,"Miranda",15
2018,7,"Miravalle",1
2018,7,"Monteclaro",4
2018,7,"Moravia",19
2018,7,"Moscu Nº 1",8
2018,7,"Moscu Nº 2",3
2018,7,"Naranjal",43
2018,7,"Nueva Villa de Aburra",4
2018,7,"Nuevos Conquistadores",3
2018,7,"Olaya Herrera",5
2018,7,"Oriente",2
2018,7,"Pajarito",2
2018,7,"Palenque",8
2018,7,"Palermo",11
2018,7,"Patio Bonito",10
2018,7,"Pedregal",20
2018,7,"Pedregal Alto",1
2018,7,"Perpetuo Socorro",74
2018,7,"Picacho",12
2018,7,"Piedras Blancas",5
2018,7,"Popular",2
2018,7,"Prado",35
2018,7,"Robledo",66
2018,7,"Rosales",21
2018,7,"San Benito",38
2018,7,"San Bernardo",19
2018,7,"San Diego",39
2018,7,"San German",12
2018,7,"San Isidro",19
2018,7,"San Javier Nº 1",8
2018,7,"San Javier Nº 2",3
2018,7,"San Joaquin",6
2018,7,"San Jose de la Montana",1
2018,7,"San Jose La Cima Nº 2",1
2018,7,"San Lucas",6
2018,7,"San Martin de Porres",16
2018,7,"San Miguel",21
2018,7,"San Pablo",7
2018,7,"San Pedro",9
2018,7,"Santa Cruz",5
2018,7,"Santa Fe",72
2018,7,"Santa Ines",14
2018,7,"Santa Lucia",6
2018,7,"Santa Margarita",8
2018,7,"Santa Maria de los angeles",11
2018,7,"Santa Monica",4
2018,7,"Santa Rosa de Lima",1
2018,7,"Santa Teresita",6
2018,7,"Santander",9
2018,7,"Santo Domingo Savio Nº 1",14
2018,7,"Santo Domingo Savio Nº 2",3
2018,7,"Sevilla",25
2018,7,"Simon Bolivar",4
2018,7,"Suburbano El Llano",1
2018,7,"Suburbano el Tesoro",1
2018,7,"Suburbano La Loma",3
2018,7,"Suburbano Mirador del Poblado",1
2018,7,"Suburbano Pedregal alto",1
2018,7,"Suburbano Travesias",2
2018,7,"Sucre",11
2018,7,"Suramericana",26
2018,7,"Tejelo",15
2018,7,"Tenche",24
2018,7,"Toscana",15
2018,7,"Trece de Noviembre",2
2018,7,"Tricentenario",15
2018,7,"Trinidad",21
2018,7,"Veinte de Julio",5
2018,7,"Versalles Nº 1",8
2018,7,"Villa Carlota",36
2018,7,"Villa de La Iguana",9
2018,7,"Villa del Socorro",10
2018,7,"Villa Flora",13
2018,7,"Villa Guadalupe",7
2018,7,"Villa Hermosa",12
2018,7,"Villa Lilliam",1
2018,7,"Villa Niza",3
2018,7,"Villa Nueva",57
2018,7,"Villa Turbay",1
2018,7,"Villatina",11
2018,7,"Zona rural",1
2018,8,"",1
2018,8,"7001",1
2018,8,"Aguas Frias",2
2018,8,"Aldea Pablo VI",3
2018,8,"Alejandria",12
2018,8,"Alejandro Echavarria",13
2018,8,"Alfonso Lopez",14
2018,8,"Altamira",9
2018,8,"Altavista",6
2018,8,"Altos del Poblado",5
2018,8,"Andalucia",2
2018,8,"Antonio Narino",2
2018,8,"Aranjuez",42
2018,8,"Area De Expansion Altavista",1
2018,8,"area de Expansion Altos de Calasanz",1
2018,8,"area de Expansion Pajarito",12
2018,8,"area de Expansion San Antonio de Prado",2
2018,8,"Asomadera Nº 1",9
2018,8,"Asomadera Nº 2",8
2018,8,"Asomadera Nº 3",1
2018,8,"Astorga",3
2018,8,"Aures Nº 1",11
2018,8,"Aures Nº 2",9
2018,8,"Barrio Colombia",23
2018,8,"Barrio Colon",57
2018,8,"Barrio Cristobal",1
2018,8,"Barrios de Jesus",5
2018,8,"Belalcazar",9
