"","N_FECHAS","N_DIA_SEMANA","N_DIA_LABORAL"
"1773",2018-11-08,"jueves","Festivo"
"1774",2018-11-09,"viernes","Laboral"
"1775",2018-11-10,"sábado","Fin de semana"
"1776",2018-11-11,"domingo","Fin de semana"
"1777",2018-11-12,"lunes","Laboral"
"1778",2018-11-13,"martes","Laboral"
"1779",2018-11-14,"miércoles","Laboral"
"1780",2018-11-15,"jueves","Laboral"
"1781",2018-11-16,"viernes","Laboral"
"1782",2018-11-17,"sábado","Fin de semana"
"1783",2018-11-18,"domingo","Fin de semana"
"1784",2018-11-19,"lunes","Laboral"
"1785",2018-11-20,"martes","Laboral"
"1786",2018-11-21,"miércoles","Laboral"
"1787",2018-11-22,"jueves","Laboral"
"1788",2018-11-23,"viernes","Laboral"
"1789",2018-11-24,"sábado","Fin de semana"
"1790",2018-11-25,"domingo","Fin de semana"
"1791",2018-11-26,"lunes","Laboral"
"1792",2018-11-27,"martes","Laboral"
"1793",2018-11-28,"miércoles","Laboral"
"1794",2018-11-29,"jueves","Laboral"
"1795",2018-11-30,"viernes","Laboral"
"1796",2018-12-01,"sábado","Fin de semana"
"1797",2018-12-02,"domingo","Fin de semana"
"1798",2018-12-03,"lunes","Laboral"
"1799",2018-12-04,"martes","Laboral"
"1800",2018-12-05,"miércoles","Laboral"
"1801",2018-12-06,"jueves","Laboral"
"1802",2018-12-07,"viernes","Laboral"
"1803",2018-12-08,"sábado","Fin de semana"
"1804",2018-12-09,"domingo","Fin de semana"
"1805",2018-12-10,"lunes","Laboral"
"1806",2018-12-11,"martes","Laboral"
"1807",2018-12-12,"miércoles","Laboral"
"1808",2018-12-13,"jueves","Laboral"
"1809",2018-12-14,"viernes","Laboral"
"1810",2018-12-15,"sábado","Fin de semana"
"1811",2018-12-16,"domingo","Fin de semana"
"1812",2018-12-17,"lunes","Laboral"
"1813",2018-12-18,"martes","Laboral"
"1814",2018-12-19,"miércoles","Laboral"
"1815",2018-12-20,"jueves","Laboral"
"1816",2018-12-21,"viernes","Laboral"
"1817",2018-12-22,"sábado","Fin de semana"
"1818",2018-12-23,"domingo","Fin de semana"
"1819",2018-12-24,"lunes","Laboral"
"1820",2018-12-25,"martes","Laboral"
"1821",2018-12-26,"miércoles","Laboral"
"1822",2018-12-27,"jueves","Laboral"
"1823",2018-12-28,"viernes","Laboral"
"1824",2018-12-29,"sábado","Fin de semana"
"1825",2018-12-30,"domingo","Fin de semana"
"1826",2018-12-31,"lunes","Laboral"
"1827",2019-01-01,"martes","Festivo"
"1828",2019-01-02,"miércoles","Laboral"
"1829",2019-01-03,"jueves","Laboral"
"1830",2019-01-04,"viernes","Laboral"
"1831",2019-01-05,"sábado","Fin de semana"
"1832",2019-01-06,"domingo","Fin de semana"
"1833",2019-01-07,"lunes","Festivo"
"1834",2019-01-08,"martes","Laboral"
"1835",2019-01-09,"miércoles","Laboral"
"1836",2019-01-10,"jueves","Laboral"
"1837",2019-01-11,"viernes","Laboral"
"1838",2019-01-12,"sábado","Fin de semana"
"1839",2019-01-13,"domingo","Fin de semana"
"1840",2019-01-14,"lunes","Laboral"
"1841",2019-01-15,"martes","Laboral"
"1842",2019-01-16,"miércoles","Laboral"
"1843",2019-01-17,"jueves","Laboral"
"1844",2019-01-18,"viernes","Laboral"
"1845",2019-01-19,"sábado","Fin de semana"
"1846",2019-01-20,"domingo","Fin de semana"
"1847",2019-01-21,"lunes","Laboral"
"1848",2019-01-22,"martes","Laboral"
"1849",2019-01-23,"miércoles","Laboral"
"1850",2019-01-24,"jueves","Laboral"
"1851",2019-01-25,"viernes","Laboral"
"1852",2019-01-26,"sábado","Fin de semana"
"1853",2019-01-27,"domingo","Fin de semana"
"1854",2019-01-28,"lunes","Laboral"
"1855",2019-01-29,"martes","Laboral"
"1856",2019-01-30,"miércoles","Laboral"
"1857",2019-01-31,"jueves","Laboral"
"1858",2019-02-01,"viernes","Laboral"
"1859",2019-02-02,"sábado","Fin de semana"
"1860",2019-02-03,"domingo","Fin de semana"
"1861",2019-02-04,"lunes","Laboral"
"1862",2019-02-05,"martes","Laboral"
"1863",2019-02-06,"miércoles","Laboral"
"1864",2019-02-07,"jueves","Laboral"
"1865",2019-02-08,"viernes","Laboral"
"1866",2019-02-09,"sábado","Fin de semana"
"1867",2019-02-10,"domingo","Fin de semana"
"1868",2019-02-11,"lunes","Laboral"
"1869",2019-02-12,"martes","Laboral"
"1870",2019-02-13,"miércoles","Laboral"
"1871",2019-02-14,"jueves","Laboral"
"1872",2019-02-15,"viernes","Laboral"
"1873",2019-02-16,"sábado","Fin de semana"
"1874",2019-02-17,"domingo","Fin de semana"
"1875",2019-02-18,"lunes","Laboral"
"1876",2019-02-19,"martes","Laboral"
"1877",2019-02-20,"miércoles","Laboral"
"1878",2019-02-21,"jueves","Laboral"
"1879",2019-02-22,"viernes","Laboral"
"1880",2019-02-23,"sábado","Fin de semana"
"1881",2019-02-24,"domingo","Fin de semana"
"1882",2019-02-25,"lunes","Laboral"
"1883",2019-02-26,"martes","Laboral"
"1884",2019-02-27,"miércoles","Laboral"
"1885",2019-02-28,"jueves","Laboral"
"1886",2019-03-01,"viernes","Laboral"
"1887",2019-03-02,"sábado","Fin de semana"
"1888",2019-03-03,"domingo","Fin de semana"
"1889",2019-03-04,"lunes","Laboral"
"1890",2019-03-05,"martes","Laboral"
"1891",2019-03-06,"miércoles","Laboral"
"1892",2019-03-07,"jueves","Laboral"
"1893",2019-03-08,"viernes","Laboral"
"1894",2019-03-09,"sábado","Fin de semana"
"1895",2019-03-10,"domingo","Fin de semana"
"1896",2019-03-11,"lunes","Laboral"
"1897",2019-03-12,"martes","Laboral"
"1898",2019-03-13,"miércoles","Laboral"
"1899",2019-03-14,"jueves","Laboral"
"1900",2019-03-15,"viernes","Laboral"
"1901",2019-03-16,"sábado","Fin de semana"
"1902",2019-03-17,"domingo","Fin de semana"
"1903",2019-03-18,"lunes","Laboral"
"1904",2019-03-19,"martes","Laboral"
"1905",2019-03-20,"miércoles","Laboral"
"1906",2019-03-21,"jueves","Laboral"
"1907",2019-03-22,"viernes","Laboral"
"1908",2019-03-23,"sábado","Fin de semana"
"1909",2019-03-24,"domingo","Fin de semana"
"1910",2019-03-25,"lunes","Festivo"
"1911",2019-03-26,"martes","Laboral"
"1912",2019-03-27,"miércoles","Laboral"
"1913",2019-03-28,"jueves","Laboral"
"1914",2019-03-29,"viernes","Laboral"
"1915",2019-03-30,"sábado","Fin de semana"
"1916",2019-03-31,"domingo","Fin de semana"
"1917",2019-04-01,"lunes","Laboral"
"1918",2019-04-02,"martes","Laboral"
"1919",2019-04-03,"miércoles","Laboral"
"1920",2019-04-04,"jueves","Laboral"
"1921",2019-04-05,"viernes","Laboral"
"1922",2019-04-06,"sábado","Fin de semana"
"1923",2019-04-07,"domingo","Fin de semana"
"1924",2019-04-08,"lunes","Laboral"
"1925",2019-04-09,"martes","Laboral"
"1926",2019-04-10,"miércoles","Laboral"
"1927",2019-04-11,"jueves","Laboral"
"1928",2019-04-12,"viernes","Laboral"
"1929",2019-04-13,"sábado","Fin de semana"
"1930",2019-04-14,"domingo","Fin de semana"
"1931",2019-04-15,"lunes","Laboral"
"1932",2019-04-16,"martes","Laboral"
"1933",2019-04-17,"miércoles","Laboral"
"1934",2019-04-18,"jueves","Festivo"
"1935",2019-04-19,"viernes","Festivo"
"1936",2019-04-20,"sábado","Fin de semana"
"1937",2019-04-21,"domingo","Fin de semana"
"1938",2019-04-22,"lunes","Laboral"
"1939",2019-04-23,"martes","Laboral"
"1940",2019-04-24,"miércoles","Laboral"
"1941",2019-04-25,"jueves","Laboral"
"1942",2019-04-26,"viernes","Laboral"
"1943",2019-04-27,"sábado","Fin de semana"
"1944",2019-04-28,"domingo","Fin de semana"
"1945",2019-04-29,"lunes","Laboral"
"1946",2019-04-30,"martes","Laboral"
"1947",2019-05-01,"miércoles","Festivo"
"1948",2019-05-02,"jueves","Laboral"
"1949",2019-05-03,"viernes","Laboral"
"1950",2019-05-04,"sábado","Fin de semana"
"1951",2019-05-05,"domingo","Fin de semana"
"1952",2019-05-06,"lunes","Laboral"
"1953",2019-05-07,"martes","Laboral"
"1954",2019-05-08,"miércoles","Laboral"
"1955",2019-05-09,"jueves","Laboral"
"1956",2019-05-10,"viernes","Laboral"
"1957",2019-05-11,"sábado","Fin de semana"
"1958",2019-05-12,"domingo","Fin de semana"
"1959",2019-05-13,"lunes","Laboral"
"1960",2019-05-14,"martes","Laboral"
"1961",2019-05-15,"miércoles","Laboral"
"1962",2019-05-16,"jueves","Laboral"
"1963",2019-05-17,"viernes","Laboral"
"1964",2019-05-18,"sábado","Fin de semana"
"1965",2019-05-19,"domingo","Fin de semana"
"1966",2019-05-20,"lunes","Laboral"
"1967",2019-05-21,"martes","Laboral"
"1968",2019-05-22,"miércoles","Laboral"
"1969",2019-05-23,"jueves","Laboral"
"1970",2019-05-24,"viernes","Laboral"
"1971",2019-05-25,"sábado","Fin de semana"
"1972",2019-05-26,"domingo","Fin de semana"
"1973",2019-05-27,"lunes","Laboral"
"1974",2019-05-28,"martes","Laboral"
"1975",2019-05-29,"miércoles","Laboral"
"1976",2019-05-30,"jueves","Laboral"
"1977",2019-05-31,"viernes","Laboral"
"1978",2019-06-01,"sábado","Fin de semana"
"1979",2019-06-02,"domingo","Fin de semana"
"1980",2019-06-03,"lunes","Festivo"
"1981",2019-06-04,"martes","Laboral"
"1982",2019-06-05,"miércoles","Laboral"
"1983",2019-06-06,"jueves","Laboral"
"1984",2019-06-07,"viernes","Laboral"
"1985",2019-06-08,"sábado","Fin de semana"
"1986",2019-06-09,"domingo","Fin de semana"
"1987",2019-06-10,"lunes","Laboral"
"1988",2019-06-11,"martes","Laboral"
"1989",2019-06-12,"miércoles","Laboral"
"1990",2019-06-13,"jueves","Laboral"
"1991",2019-06-14,"viernes","Laboral"
"1992",2019-06-15,"sábado","Fin de semana"
"1993",2019-06-16,"domingo","Fin de semana"
"1994",2019-06-17,"lunes","Laboral"
"1995",2019-06-18,"martes","Laboral"
"1996",2019-06-19,"miércoles","Laboral"
"1997",2019-06-20,"jueves","Laboral"
"1998",2019-06-21,"viernes","Laboral"
"1999",2019-06-22,"sábado","Fin de semana"
"2000",2019-06-23,"domingo","Fin de semana"
"2001",2019-06-24,"lunes","Festivo"
"2002",2019-06-25,"martes","Laboral"
"2003",2019-06-26,"miércoles","Laboral"
"2004",2019-06-27,"jueves","Laboral"
"2005",2019-06-28,"viernes","Laboral"
"2006",2019-06-29,"sábado","Fin de semana"
"2007",2019-06-30,"domingo","Fin de semana"
